"Date","Price","Open","High","Low","Vol.","Change %"
"01/14/2016","97.51","96.36","98.18","95.33","5.09M","1.53%"
"01/13/2016","96.04","99.00","99.20","95.78","6.16M","-2.58%"
"01/12/2016","98.58","98.80","99.17","97.28","4.46M","0.68%"
"01/11/2016","97.91","98.55","98.67","96.78","6.86M","-0.06%"
"01/08/2016","97.97","99.61","99.99","97.78","7.02M","-1.14%"
"01/07/2016","99.10","99.90","100.80","98.87","9.26M","-2.45%"
"01/06/2016","101.59","101.53","102.23","100.95","3.73M","-1.34%"
"01/05/2016","102.97","102.90","103.18","102.30","3.65M","0.22%"
"01/04/2016","102.74","102.58","102.95","101.58","6.14M","-1.50%"
"12/31/2015","104.30","104.93","105.32","104.30","3.65M","-0.97%"
"12/30/2015","105.32","105.96","106.00","105.25","2.41M","-0.75%"
"12/29/2015","106.12","105.69","106.24","105.54","2.51M","1.07%"
"12/28/2015","105.00","104.88","105.00","104.32","3.48M","-0.22%"
"12/24/2015","105.23","105.22","105.60","105.08","1.46M","-0.12%"
"12/23/2015","105.36","104.63","105.40","104.51","3.34M","1.25%"
"12/22/2015","104.06","103.65","104.26","103.04","2.88M","0.90%"
"12/21/2015","103.13","103.19","103.28","102.37","3.24M","0.22%"
"12/18/2015","102.90","104.17","104.36","102.90","4.21M","-1.70%"
"12/17/2015","104.68","106.44","106.47","104.68","4.94M","-1.47%"
"12/16/2015","106.24","105.46","106.42","104.70","5.97M","1.45%"
"12/15/2015","104.72","104.44","105.19","104.36","2.92M","1.07%"
"12/14/2015","103.61","103.36","103.72","102.18","7.24M","0.36%"
"12/11/2015","103.24","104.17","104.43","103.07","5.10M","-1.97%"
"12/10/2015","105.31","105.18","106.06","104.92","3.69M","0.30%"
"12/09/2015","105.00","105.55","106.75","104.48","4.18M","-0.86%"
"12/08/2015","105.91","105.94","106.40","105.27","3.15M","-0.60%"
"12/07/2015","106.55","107.23","107.27","106.06","3.00M","-0.78%"
"12/04/2015","107.39","105.81","107.54","105.62","4.52M","1.84%"
"12/03/2015","105.45","107.29","107.48","105.06","3.35M","-1.49%"
"12/02/2015","107.05","108.10","108.27","106.88","2.94M","-1.04%"
"12/01/2015","108.18","107.59","108.21","107.37","2.44M","0.94%"
"11/30/2015","107.17","107.78","107.85","107.11","3.62M","-0.43%"
"11/27/2015","107.63","107.59","107.76","107.22","552.45K","0.15%"
"11/25/2015","107.47","107.51","107.66","107.25","1.82M","0.07%"
"11/24/2015","107.39","106.57","107.59","106.31","2.03M","0.26%"
"11/23/2015","107.11","107.23","107.59","106.88","3.15M","-0.10%"
"11/20/2015","107.22","107.23","107.60","106.98","1.56M","0.43%"
"11/19/2015","106.76","106.91","107.08","106.62","1.62M","-0.13%"
"11/18/2015","106.90","105.58","107.00","105.54","2.11M","1.60%"
"11/17/2015","105.22","105.51","106.09","104.97","2.24M","-0.12%"
"11/16/2015","105.35","103.80","105.36","103.69","2.64M","1.45%"
"11/13/2015","103.84","104.76","104.88","103.81","3.00M","-1.06%"
"11/12/2015","104.95","105.97","106.16","104.95","3.11M","-1.49%"
"11/11/2015","106.54","107.27","107.27","106.53","1.34M","-0.43%"
"11/10/2015","107.00","106.46","107.04","106.29","1.61M","0.22%"
"11/09/2015","106.76","107.90","107.90","106.20","2.62M","-1.00%"
"11/06/2015","107.84","107.57","107.85","106.92","2.08M","0.02%"
"11/05/2015","107.82","108.04","108.23","107.21","2.14M","-0.11%"
"11/04/2015","107.94","108.51","108.53","107.57","2.89M","-0.24%"
"11/03/2015","108.20","107.71","108.57","107.55","3.10M","0.25%"
"11/02/2015","107.93","106.78","108.00","106.68","3.40M","1.31%"
"10/30/2015","106.53","107.14","107.28","106.50","2.20M","-0.38%"
"10/29/2015","106.94","106.72","107.18","106.68","2.67M","-0.15%"
"10/28/2015","107.10","105.94","107.12","105.62","2.42M","1.31%"
"10/27/2015","105.71","105.83","105.94","105.26","1.69M","-0.33%"
"10/26/2015","106.06","106.26","106.30","105.85","3.08M","-0.24%"
"10/23/2015","106.31","106.13","106.47","105.67","2.40M","1.05%"
"10/22/2015","105.21","104.28","105.43","104.12","1.98M","1.47%"
"10/21/2015","103.69","104.71","104.86","103.59","1.78M","-0.78%"
"10/20/2015","104.51","104.39","104.91","104.19","1.81M","-0.11%"
"10/19/2015","104.63","104.30","104.67","103.97","1.46M","0.11%"
"10/16/2015","104.51","104.37","104.54","103.85","1.90M","0.38%"
"10/15/2015","104.11","102.92","104.12","102.63","2.22M","1.51%"
"10/14/2015","102.56","103.05","103.44","102.38","1.90M","-0.51%"
"10/13/2015","103.09","103.29","104.17","102.99","2.22M","-0.73%"
"10/12/2015","103.85","103.85","103.95","103.51","1.68M","0.02%"
"10/09/2015","103.83","103.80","104.06","103.43","1.65M","0.14%"
"10/08/2015","103.69","102.53","103.88","102.38","2.52M","0.87%"
"10/07/2015","102.80","102.44","102.88","101.70","2.58M","0.90%"
"10/06/2015","101.88","102.21","102.46","101.38","2.46M","-0.32%"
"10/05/2015","102.21","101.10","102.36","101.04","3.41M","1.84%"
"10/02/2015","100.36","97.96","100.37","97.38","3.65M","1.46%"
"10/01/2015","98.92","98.96","99.12","97.71","3.81M","0.20%"
"09/30/2015","98.72","98.11","98.79","97.55","3.75M","1.86%"
"09/29/2015","96.92","97.23","97.84","96.37","4.55M","-0.02%"
"09/28/2015","96.94","99.06","99.13","96.80","5.61M","-2.68%"
"09/25/2015","99.61","100.76","100.87","99.07","4.94M","-0.71%"
"09/24/2015","100.32","100.02","100.53","99.10","3.72M","-0.36%"
"09/23/2015","100.68","101.04","101.28","100.34","1.79M","-0.20%"
"09/22/2015","100.88","101.00","101.24","100.21","3.03M","-1.34%"
"09/21/2015","102.25","102.42","103.02","101.67","2.68M","0.40%"
"09/18/2015","101.84","102.05","102.89","101.58","3.27M","-1.58%"
"09/17/2015","103.48","103.64","105.02","103.24","4.73M","-0.14%"
"09/16/2015","103.62","102.87","103.73","102.70","2.45M","0.85%"
"09/15/2015","102.75","101.81","102.97","101.53","2.39M","1.26%"
"09/14/2015","101.47","101.91","101.91","101.20","3.71M","-0.38%"
"09/11/2015","101.86","101.04","101.88","100.70","2.01M","0.45%"
"09/10/2015","101.40","100.88","102.07","100.63","3.70M","0.52%"
"09/09/2015","100.88","103.24","103.40","100.69","3.69M","-1.37%"
"09/08/2015","102.28","101.59","102.32","101.06","3.34M","2.53%"
"09/04/2015","99.76","99.92","100.41","99.26","4.32M","-1.42%"
"09/03/2015","101.20","101.58","102.44","100.90","5.15M","0.12%"
"09/02/2015","101.08","100.78","101.08","99.55","7.68M","1.88%"
"09/01/2015","99.21","99.95","100.83","98.75","9.26M","-2.94%"
"08/31/2015","102.21","102.53","103.01","101.95","4.53M","-0.75%"
"08/28/2015","102.98","102.59","103.32","102.37","5.17M","0.08%"
"08/27/2015","102.90","101.97","103.05","100.92","8.78M","2.42%"
"08/26/2015","100.47","99.99","100.58","97.39","8.30M","3.63%"
"08/25/2015","96.95","101.41","101.72","96.87","9.22M","-1.19%"
"08/24/2015","98.12","96.40","101.27","93.00","18.14M","-4.02%"
"08/21/2015","102.23","104.32","104.74","102.18","9.88M","-2.88%"
"08/20/2015","105.26","106.80","107.00","105.25","4.38M","-2.17%"
"08/19/2015","107.60","108.05","108.45","107.08","2.18M","-0.89%"
"08/18/2015","108.57","108.78","108.89","108.37","2.69M","-0.26%"
"08/17/2015","108.85","107.89","108.86","107.51","1.74M","0.64%"
"08/14/2015","108.16","107.70","108.23","107.54","1.15M","0.38%"
"08/13/2015","107.75","107.91","108.23","107.44","3.55M","-0.14%"
"08/12/2015","107.90","107.01","108.03","106.09","2.61M","0.10%"
"08/11/2015","107.79","108.00","108.23","107.37","1.83M","-0.90%"
"08/10/2015","108.77","108.08","108.85","108.05","1.98M","1.25%"
"08/07/2015","107.43","107.62","107.70","106.89","3.30M","-0.29%"
"08/06/2015","107.74","108.92","108.92","107.24","1.97M","-0.82%"
"08/05/2015","108.63","108.84","109.34","108.45","1.25M","0.33%"
"08/04/2015","108.27","108.45","108.75","108.00","1.60M","-0.17%"
"08/03/2015","108.45","108.99","108.99","107.89","2.65M","-0.36%"
"07/31/2015","108.84","109.31","109.34","108.70","2.42M","-0.10%"
"07/30/2015","108.95","108.57","109.04","108.17","1.39M","0.08%"
"07/29/2015","108.86","108.18","108.98","108.06","1.62M","0.68%"
"07/28/2015","108.12","107.16","108.23","106.78","2.20M","1.19%"
"07/27/2015","106.85","107.06","107.46","106.60","2.96M","-0.66%"
"07/24/2015","107.56","108.75","108.83","107.39","2.07M","-1.05%"
"07/23/2015","108.70","109.47","109.53","108.52","1.57M","-0.58%"
"07/22/2015","109.33","109.10","109.50","109.00","1.85M","-0.15%"
"07/21/2015","109.49","109.88","110.04","109.30","1.66M","-0.44%"
"07/20/2015","109.97","110.05","110.21","109.78","1.34M","0.01%"
"07/17/2015","109.96","109.99","110.00","109.65","1.30M","0.03%"
"07/16/2015","109.93","109.85","109.95","109.65","1.31M","0.70%"
"07/15/2015","109.17","109.37","109.56","108.91","2.56M","-0.13%"
"07/14/2015","109.31","108.80","109.50","108.59","2.29M","0.45%"
"07/13/2015","108.82","108.58","108.89","108.38","2.84M","1.13%"
"07/10/2015","107.60","107.58","107.84","107.10","3.43M","1.21%"
"07/09/2015","106.31","107.15","107.69","106.27","3.06M","0.21%"
"07/08/2015","106.09","107.10","107.28","105.91","2.94M","-1.67%"
"07/07/2015","107.89","107.44","108.00","105.93","3.33M","0.55%"
"07/06/2015","107.30","106.99","107.79","106.62","2.57M","-0.26%"
"07/02/2015","107.58","108.05","108.20","107.34","3.14M","-0.13%"
"07/01/2015","107.72","108.02","108.11","107.28","12.02M","0.65%"
"06/30/2015","107.02","107.62","107.65","106.68","3.39M","0.27%"
"06/29/2015","106.73","108.03","108.50","106.65","3.64M","-2.09%"
"06/26/2015","109.01","109.29","109.39","108.65","1.50M","-0.48%"
"06/25/2015","109.54","110.20","110.24","109.45","2.11M","-0.31%"
"06/24/2015","109.88","110.56","110.71","109.86","4.93M","-0.76%"
"06/23/2015","110.72","110.73","110.85","110.46","3.08M","0.10%"
"06/22/2015","110.61","110.68","110.90","110.45","1.86M","0.61%"
"06/19/2015","109.94","110.39","110.42","109.86","1.74M","-0.43%"
"06/18/2015","110.42","109.58","110.76","109.58","2.50M","0.99%"
"06/17/2015","109.34","109.33","109.69","108.74","1.91M","0.16%"
"06/16/2015","109.16","108.45","109.25","108.40","2.60M","0.55%"
"06/15/2015","108.56","108.28","108.76","107.87","2.87M","-0.46%"
"06/12/2015","109.06","109.28","109.50","108.88","1.49M","-0.66%"
"06/11/2015","109.78","109.71","110.01","109.58","1.85M","0.28%"
"06/10/2015","109.47","108.70","109.66","108.59","1.59M","1.22%"
"06/09/2015","108.15","108.25","108.48","107.73","2.98M","-0.08%"
"06/08/2015","108.24","108.88","108.96","108.18","2.99M","-0.62%"
"06/05/2015","108.91","108.91","109.20","108.33","3.34M","-0.08%"
"06/04/2015","109.00","109.50","109.80","108.77","1.85M","-0.80%"
"06/03/2015","109.88","109.78","110.22","109.53","1.73M","0.35%"
"06/02/2015","109.50","109.25","109.93","108.95","1.93M","-0.07%"
"06/01/2015","109.58","109.80","109.96","109.06","2.35M","0.25%"
"05/29/2015","109.31","109.99","110.02","109.18","1.94M","-0.67%"
"05/28/2015","110.05","109.97","110.08","109.57","2.02M","-0.09%"
"05/27/2015","110.15","109.45","110.28","109.20","2.56M","0.92%"
"05/26/2015","109.15","110.02","110.02","108.86","2.23M","-1.04%"
"05/22/2015","110.30","110.38","110.55","110.22","1.19M","-0.19%"
"05/21/2015","110.51","110.18","110.66","110.07","1.48M","0.25%"
"05/20/2015","110.23","110.34","110.68","110.03","2.48M","-0.06%"
"05/19/2015","110.30","110.38","110.56","110.12","2.84M","-0.05%"
"05/18/2015","110.35","109.81","110.50","109.75","2.77M","0.37%"
"05/15/2015","109.94","109.88","109.99","109.60","1.86M","0.12%"
"05/14/2015","109.81","109.33","109.85","109.10","1.58M","0.99%"
"05/13/2015","108.73","108.97","109.30","108.58","2.42M","0.06%"
"05/12/2015","108.67","108.48","109.00","107.93","1.66M","-0.29%"
"05/11/2015","108.99","109.33","109.59","108.93","1.66M","-0.42%"
"05/08/2015","109.45","109.11","109.59","109.08","1.80M","1.26%"
"05/07/2015","108.09","107.60","108.36","107.38","2.36M","0.38%"
"05/06/2015","107.68","108.38","108.54","107.01","3.69M","-0.28%"
"05/05/2015","107.98","109.17","109.36","107.88","1.69M","-1.19%"
"05/04/2015","109.28","109.24","109.66","109.12","1.71M","0.35%"
"05/01/2015","108.90","108.40","108.98","108.23","3.92M","0.92%"
"04/30/2015","107.91","108.78","108.92","107.47","3.64M","-1.08%"
"04/29/2015","109.09","109.01","109.46","108.63","2.43M","-0.44%"
"04/28/2015","109.57","109.54","109.65","108.50","2.60M","0.27%"
"04/27/2015","109.28","110.19","110.28","109.17","1.83M","-0.52%"
"04/24/2015","109.85","109.92","110.00","109.62","1.78M","0.11%"
"04/23/2015","109.73","109.14","110.08","109.10","2.34M","0.31%"
"04/22/2015","109.39","109.08","109.50","108.53","1.47M","0.42%"
"04/21/2015","108.93","109.45","109.52","108.75","3.91M","-0.03%"
"04/20/2015","108.96","108.67","109.18","108.62","2.01M","0.81%"
"04/17/2015","108.08","108.70","108.80","107.61","2.66M","-1.16%"
"04/16/2015","109.35","109.23","109.63","109.06","1.49M","-0.05%"
"04/15/2015","109.40","109.24","109.69","109.08","1.51M","0.51%"
"04/14/2015","108.85","108.66","108.98","108.16","1.46M","0.15%"
"04/13/2015","108.69","109.04","109.42","108.66","3.52M","-0.39%"
"04/10/2015","109.12","108.87","109.15","108.64","2.41M","0.47%"
"04/09/2015","108.61","108.20","108.71","107.74","2.21M","0.35%"
"04/08/2015","108.23","108.00","108.43","107.72","2.45M","0.43%"
"04/07/2015","107.77","108.13","108.54","107.77","1.98M","-0.33%"
"04/06/2015","108.13","107.27","108.41","106.78","2.19M","0.69%"
"04/02/2015","107.39","107.03","107.70","106.85","2.04M","0.32%"
"04/01/2015","107.05","107.34","107.41","106.39","11.03M","-0.19%"
"03/31/2015","107.25","107.73","108.67","107.00","2.08M","-0.91%"
"03/30/2015","108.23","107.59","108.39","107.52","1.89M","1.27%"
"03/27/2015","106.87","106.60","106.97","106.42","3.30M","0.27%"
"03/26/2015","106.58","106.39","107.12","105.98","3.16M","-0.20%"
"03/25/2015","106.79","108.64","108.75","106.79","2.82M","-2.02%"
"03/24/2015","108.99","109.54","109.74","108.94","3.40M","-0.53%"
"03/23/2015","109.57","109.72","110.09","109.57","2.08M","-0.17%"
"03/20/2015","109.76","109.49","110.02","109.37","1.74M","0.84%"
"03/19/2015","108.85","109.03","109.20","108.57","3.90M","-0.36%"
"03/18/2015","109.24","107.68","109.63","107.35","3.66M","1.15%"
"03/17/2015","108.00","107.80","108.19","107.47","1.75M","-0.19%"
"03/16/2015","108.21","107.36","108.23","107.26","2.71M","1.25%"
"03/13/2015","106.87","107.37","107.40","106.17","2.07M","-0.56%"
"03/12/2015","107.47","106.47","107.50","106.42","3.91M","1.25%"
"03/11/2015","106.14","106.43","106.49","105.98","3.07M","-0.08%"
"03/10/2015","106.22","107.00","107.10","106.21","3.54M","-1.52%"
"03/09/2015","107.86","107.60","108.05","107.52","1.83M","0.37%"
"03/06/2015","107.46","108.47","108.66","107.24","2.80M","-1.39%"
"03/05/2015","108.97","109.03","109.10","108.63","1.75M","0.16%"
"03/04/2015","108.80","108.90","108.96","108.20","1.95M","-0.40%"
"03/03/2015","109.24","109.47","109.61","108.74","2.62M","-0.41%"
"03/02/2015","109.69","109.11","109.72","109.02","2.68M","0.61%"
"02/27/2015","109.02","109.35","109.48","108.97","1.83M","-0.36%"
"02/26/2015","109.41","109.45","109.53","109.02","1.74M","-0.06%"
"02/25/2015","109.48","109.49","109.78","109.26","2.65M","-0.04%"
"02/24/2015","109.52","109.28","109.63","109.04","2.86M","0.23%"
"02/23/2015","109.27","109.17","109.27","108.86","3.03M","-0.01%"
"02/20/2015","109.28","108.47","109.32","108.01","2.40M","0.56%"
"02/19/2015","108.67","108.39","108.88","108.26","2.35M","-0.03%"
"02/18/2015","108.70","108.42","108.75","108.27","2.54M","0.06%"
"02/17/2015","108.64","108.37","108.76","108.13","4.15M","0.16%"
"02/13/2015","108.47","108.00","108.48","107.92","3.15M","0.47%"
"02/12/2015","107.96","107.47","107.99","107.27","4.44M","0.96%"
"02/11/2015","106.93","106.67","107.19","106.37","2.18M","0.05%"
"02/10/2015","106.88","106.50","107.03","105.84","1.87M","1.02%"
"02/09/2015","105.80","105.99","106.35","105.59","1.77M","-0.50%"
"02/06/2015","106.33","106.88","107.17","106.02","2.84M","-0.30%"
"02/05/2015","106.65","105.94","106.72","105.84","3.16M","1.10%"
"02/04/2015","105.49","105.44","106.14","105.24","3.14M","-0.35%"
"02/03/2015","105.86","104.90","105.87","104.71","3.32M","1.53%"
"02/02/2015","104.26","103.49","104.33","102.25","4.08M","1.13%"
"01/30/2015","103.10","103.67","104.51","102.95","4.49M","-1.36%"
"01/29/2015","104.52","103.70","104.62","102.82","2.61M","0.96%"
"01/28/2015","103.53","105.64","105.72","103.41","2.83M","-1.35%"
"01/27/2015","104.95","105.37","105.61","104.36","2.71M","-1.17%"
"01/26/2015","106.19","105.75","106.22","105.20","4.11M","0.42%"
"01/23/2015","105.75","106.11","106.28","105.67","4.57M","-0.45%"
"01/22/2015","106.23","105.24","106.31","104.27","3.58M","1.52%"
"01/21/2015","104.64","103.93","104.95","103.60","3.12M","0.45%"
"01/20/2015","104.17","104.42","104.53","103.20","3.19M","0.14%"
"01/16/2015","104.02","102.61","104.11","102.42","2.77M","1.32%"
"01/15/2015","102.66","104.05","104.26","102.57","5.62M","-1.01%"
"01/14/2015","103.71","103.04","103.79","102.50","3.29M","-0.55%"
"01/13/2015","104.28","105.33","106.00","103.43","2.94M","-0.23%"
"01/12/2015","104.52","105.55","105.55","104.12","3.71M","-0.71%"
"01/09/2015","105.27","106.32","106.35","104.92","3.27M","-0.83%"
"01/08/2015","106.15","105.21","106.24","105.11","2.80M","1.76%"
"01/07/2015","104.31","104.09","104.45","103.55","3.66M","1.19%"
"01/06/2015","103.08","104.40","104.50","102.51","4.23M","-0.98%"
"01/05/2015","104.10","105.35","105.55","103.86","5.38M","-1.72%"
"01/02/2015","105.92","106.49","106.72","105.27","5.30M","-0.08%"
"12/31/2014","106.00","107.19","107.39","105.98","2.22M","-0.99%"
"12/30/2014","107.06","107.42","107.46","106.99","4.47M","-0.49%"
"12/29/2014","107.59","107.36","107.70","107.29","3.75M","0.21%"
"12/26/2014","107.36","107.31","107.63","107.27","3.29M","0.30%"
"12/24/2014","107.04","107.35","107.35","107.02","1.70M","0.03%"
"12/23/2014","107.01","107.24","107.24","106.82","4.05M","0.22%"
"12/22/2014","106.77","106.66","106.78","106.28","5.63M","-0.13%"
"12/19/2014","106.91","106.61","107.25","106.38","3.58M","0.41%"
"12/18/2014","106.47","105.56","106.47","105.03","6.38M","2.37%"
"12/17/2014","104.01","102.25","104.21","102.01","4.95M","2.14%"
"12/16/2014","101.83","102.03","104.01","101.80","7.53M","-0.74%"
"12/15/2014","102.59","103.75","104.18","102.24","4.33M","-0.73%"
"12/12/2014","103.34","104.22","104.75","103.33","3.96M","-1.57%"
"12/11/2014","104.99","104.93","105.99","104.76","3.34M","0.46%"
"12/10/2014","104.51","105.97","106.19","104.37","3.51M","-1.64%"
"12/09/2014","106.25","105.04","106.33","104.82","3.04M","0.06%"
"12/08/2014","106.19","106.77","107.07","105.80","2.07M","-0.71%"
"12/05/2014","106.95","106.86","107.17","106.70","3.31M","0.22%"
"12/04/2014","106.71","106.70","107.01","106.24","2.42M","-0.12%"
"12/03/2014","106.84","106.44","106.99","106.38","3.30M","0.45%"
"12/02/2014","106.36","105.80","106.49","105.75","2.45M","0.62%"
"12/01/2014","105.70","106.50","106.55","105.53","2.75M","-0.84%"
"11/28/2014","106.60","106.95","107.01","106.48","944.07K","-0.36%"
"11/26/2014","106.98","106.77","107.00","106.63","1.18M","0.22%"
"11/25/2014","106.74","106.92","107.07","106.50","2.31M","-0.02%"
"11/24/2014","106.76","106.65","106.77","106.50","3.99M","0.37%"
"11/21/2014","106.37","106.85","106.94","106.06","3.44M","0.53%"
"11/20/2014","105.81","105.07","105.83","104.94","1.50M","0.28%"
"11/19/2014","105.51","105.65","105.72","105.03","1.77M","-0.26%"
"11/18/2014","105.78","105.24","105.97","105.22","1.49M","0.59%"
"11/17/2014","105.16","105.00","105.30","104.83","1.45M","-0.01%"
"11/14/2014","105.17","105.23","105.33","104.94","2.17M","0.01%"
"11/13/2014","105.16","105.32","105.56","104.73","1.67M","-0.02%"
"11/12/2014","105.18","104.81","105.30","104.74","1.09M","-0.02%"
"11/11/2014","105.20","105.17","105.24","104.90","1.18M","0.10%"
"11/10/2014","105.10","104.88","105.10","104.69","2.92M","0.31%"
"11/07/2014","104.78","104.71","104.88","104.35","1.75M","0.08%"
"11/06/2014","104.70","104.32","104.70","103.88","2.10M","0.49%"
"11/05/2014","104.19","104.50","104.51","103.82","2.58M","0.47%"
"11/04/2014","103.70","103.90","103.96","103.15","2.58M","-0.37%"
"11/03/2014","104.08","104.19","104.46","103.83","3.67M","0.06%"
"10/31/2014","104.02","104.00","104.20","103.53","3.28M","1.19%"
"10/30/2014","102.80","101.88","103.07","101.72","2.59M","0.62%"
"10/29/2014","102.17","102.46","102.68","101.45","2.62M","-0.15%"
"10/28/2014","102.32","101.44","102.33","101.29","2.85M","1.30%"
"10/27/2014","101.01","100.85","101.11","100.35","2.59M","-0.14%"
"10/24/2014","101.15","100.58","101.18","100.20","2.90M","0.70%"
"10/23/2014","100.45","100.27","101.08","100.04","4.21M","1.21%"
"10/22/2014","99.25","100.30","100.48","99.20","3.91M","-0.78%"
"10/21/2014","100.03","98.61","100.12","98.61","4.00M","1.98%"
"10/20/2014","98.09","97.02","98.13","96.93","2.49M","1.00%"
"10/17/2014","97.12","97.44","97.80","96.67","3.86M","1.09%"
"10/16/2014","96.07","93.78","96.72","93.78","6.33M","0.22%"
"10/15/2014","95.86","95.19","96.21","93.58","8.27M","-0.56%"
"10/14/2014","96.40","96.59","97.50","96.04","3.91M","0.31%"
"10/13/2014","96.10","97.71","98.01","96.03","5.35M","-1.60%"
"10/10/2014","97.66","98.85","99.34","97.65","3.79M","-1.24%"
"10/09/2014","98.89","100.75","100.92","98.87","3.02M","-2.06%"
"10/08/2014","100.97","99.35","101.07","98.74","3.46M","1.66%"
"10/07/2014","99.32","100.39","100.57","99.29","2.15M","-1.55%"
"10/06/2014","100.88","101.57","101.61","100.56","1.76M","-0.20%"
"10/03/2014","101.08","100.70","101.27","100.36","2.30M","1.12%"
"10/02/2014","99.96","99.86","100.31","98.81","3.24M","0.05%"
"10/01/2014","99.91","101.11","101.34","99.66","3.99M","-1.31%"
"09/30/2014","101.24","101.86","102.00","101.13","2.14M","-0.47%"
"09/29/2014","101.72","101.02","101.84","100.90","2.83M","-0.18%"
"09/26/2014","101.90","101.29","102.10","101.11","2.23M","0.81%"
"09/25/2014","101.08","102.43","102.52","101.05","3.00M","-1.57%"
"09/24/2014","102.69","101.98","102.75","101.64","2.36M","0.32%"
"09/23/2014","102.36","102.75","103.10","102.35","1.97M","-0.64%"
"09/22/2014","103.02","103.75","103.80","102.83","2.33M","-0.92%"
"09/19/2014","103.98","104.59","104.59","103.74","1.93M","-0.19%"
"09/18/2014","104.18","104.02","104.23","103.88","1.83M","0.51%"
"09/17/2014","103.65","103.70","104.16","103.19","2.09M","0.11%"
"09/16/2014","103.54","102.55","103.69","102.53","1.24M","0.71%"
"09/15/2014","102.81","103.10","103.24","102.56","3.85M","-0.26%"
"09/12/2014","103.08","103.69","103.69","102.78","2.48M","-0.65%"
"09/11/2014","103.75","103.15","103.76","103.09","1.62M","0.18%"
"09/10/2014","103.56","103.23","103.60","102.85","1.29M","0.38%"
"09/09/2014","103.17","103.77","103.84","102.99","1.30M","-0.70%"
"09/08/2014","103.90","103.97","104.16","103.55","1.42M","-0.20%"
"09/05/2014","104.11","103.59","104.12","103.21","1.49M","0.46%"
"09/04/2014","103.63","104.01","104.39","103.37","1.59M","-0.21%"
"09/03/2014","103.85","104.39","104.44","103.70","1.52M","-0.11%"
"09/02/2014","103.96","104.04","104.27","103.56","1.74M","0.08%"
"08/29/2014","103.88","103.75","103.93","103.42","1.74M","0.30%"
"08/28/2014","103.57","103.28","103.65","103.19","1.43M","-0.11%"
"08/27/2014","103.68","103.81","103.87","103.52","1.15M","-0.06%"
"08/26/2014","103.74","103.65","103.96","103.61","1.46M","0.18%"
"08/25/2014","103.55","103.60","103.75","103.38","1.22M","0.52%"
"08/22/2014","103.01","103.12","103.26","102.78","1.75M","-0.15%"
"08/21/2014","103.16","103.00","103.31","102.81","1.59M","0.22%"
"08/20/2014","102.93","102.50","103.03","102.42","2.93M","0.23%"
"08/19/2014","102.69","102.41","102.76","102.30","1.90M","0.50%"
"08/18/2014","102.18","101.86","102.22","101.73","2.72M","0.90%"
"08/15/2014","101.27","101.62","101.74","100.52","3.76M","0.01%"
"08/14/2014","101.26","100.93","101.26","100.87","1.85M","0.44%"
"08/13/2014","100.82","100.52","100.90","100.31","1.21M","0.71%"
"08/12/2014","100.11","100.17","100.49","99.77","1.38M","-0.18%"
"08/11/2014","100.29","100.32","100.74","100.22","1.98M","0.36%"
"08/08/2014","99.93","98.96","99.97","98.77","1.57M","1.15%"
"08/07/2014","98.79","99.82","99.88","98.56","3.31M","-0.52%"
"08/06/2014","99.31","98.82","99.78","98.72","1.76M","0.02%"
"08/05/2014","99.29","99.70","100.13","98.93","2.86M","-0.88%"
"08/04/2014","100.17","99.74","100.38","99.21","3.32M","0.68%"
"08/01/2014","99.49","99.55","100.14","98.96","5.16M","-0.25%"
"07/31/2014","99.74","101.12","101.28","99.74","2.94M","-2.03%"
"07/30/2014","101.81","102.12","102.26","101.38","1.55M","0.07%"
"07/29/2014","101.74","102.29","102.48","101.72","1.09M","-0.36%"
"07/28/2014","102.11","102.18","102.28","101.51","1.19M","-0.03%"
"07/25/2014","102.14","102.37","102.42","101.93","1.15M","-0.53%"
"07/24/2014","102.68","102.84","102.92","102.57","925.99K","0.02%"
"07/23/2014","102.66","102.58","102.78","102.37","736.53K","0.23%"
"07/22/2014","102.42","102.29","102.63","102.24","1.20M","0.51%"
"07/21/2014","101.90","101.83","102.38","101.45","1.43M","-0.23%"
"07/18/2014","102.14","101.34","102.24","101.30","996.22K","1.08%"
"07/17/2014","101.05","101.88","102.28","100.91","1.98M","-1.15%"
"07/16/2014","102.23","102.36","102.48","101.95","1.93M","0.25%"
"07/15/2014","101.97","102.30","102.50","101.51","2.59M","-0.25%"
"07/14/2014","102.23","102.30","102.41","102.16","1.06M","0.48%"
"07/11/2014","101.74","101.63","101.79","101.30","1.25M","0.09%"
"07/10/2014","101.65","101.03","101.95","100.87","1.56M","-0.44%"
"07/09/2014","102.10","101.91","102.16","101.65","1.87M","0.43%"
"07/08/2014","101.66","102.34","102.34","101.35","2.13M","-0.76%"
"07/07/2014","102.44","102.80","102.81","102.31","2.20M","-0.52%"
"07/03/2014","102.98","102.74","103.00","102.66","987.06K","0.53%"
"07/02/2014","102.44","102.53","102.63","102.36","1.50M","-0.06%"
"07/01/2014","102.50","102.07","102.82","102.00","1.82M","0.72%"
"06/30/2014","101.77","101.55","101.91","101.55","1.60M","0.04%"
"06/27/2014","101.73","101.22","101.75","101.22","1.38M","0.27%"
"06/26/2014","101.46","101.53","101.53","100.76","1.42M","-0.06%"
"06/25/2014","101.52","100.82","101.60","100.78","1.38M","0.50%"
